,init_node,term_node,capacity,length,free_flow_time,b,power,speed,toll,link_type,from,to,volume,cost
429,399,604,7000,1.69926,3.32,0.15,4,0,0,1,399,604,3992.2210573782495,3.440656433889796
430,399,609,7000,1.364,0.88,0.15,4,0,0,1,399,609,7844.242641535078,1.1427145205923022
431,400,398,6500,1.95581,2.11,0.15,4,0,0,2,400,398,5275.680328163136,2.325584143569716
432,400,401,5000,3.45553,4.09,0.15,4,0,0,2,400,401,2158.676290448595,4.249536165588517
433,400,587,500,1.00973,0.88,0.15,4,0,0,1,400,587,1214.2672275270306,5.511851354785264
434,400,609,500,2.50769,6.72,0.15,4,0,0,1,400,609,0.0,6.8203076
435,401,400,5000,3.45553,4.09,0.15,4,0,0,2,401,400,4084.494555351164,4.501425691964938
436,401,402,5000,1.5004,1.69,0.15,4,0,0,2,401,402,0.0,1.750016
437,401,585,6000,1.00047,1.7,0.15,4,0,0,1,401,585,4301.166447656004,1.8073598953447472
438,401,590,6000,2.22043,1.81,0.15,4,0,0,1,401,590,6671.175678981235,2.3137467284729816
439,402,401,5000,1.5004,1.69,0.15,4,0,0,2,402,401,0.0,1.750016
440,403,398,8000,2.806,3.06,0.15,4,0,0,2,403,398,5837.96995934561,3.302406779855056
441,403,404,6500,3.00452,3.26,0.15,4,0,0,2,403,404,7540.550834139729,4.265842207492216
442,403,606,1500,1.20311,2.84,0.15,4,0,0,1,403,606,1630.5999999999333,3.4830111758944016
443,403,611,1500,1.92899,2.07,0.15,4,0,0,1,403,611,2025.3408909801656,3.1791819258703464
444,404,403,6500,3.00452,3.26,0.15,4,0,0,2,404,403,6323.059943036882,3.8180703977293353
445,404,405,5000,0.91703,1.05,0.15,4,0,0,2,404,405,8560.333664901758,2.439885323716835
446,404,675,5500,1.54319,3.14,0.15,4,0,0,1,404,675,1894.153096092676,3.208353280076448
447,404,680,5500,1.61045,1.27,0.15,4,0,0,1,404,680,7099.628495546152,1.8633340153188305
448,405,404,5000,0.91703,1.05,0.15,4,0,0,2,405,404,7785.425985937646,2.012508669197919
449,405,406,5000,2.18666,2.53,0.15,4,0,0,2,405,406,2293.0169039076864,2.6342529244813746
450,405,488,5000,0.95285,1.01,0.15,4,0,0,2,405,488,6267.316760994072,1.4221033167579953
451,406,405,5000,2.18666,2.53,0.15,4,0,0,2,406,405,3832.626042900789,2.748480352297362
452,406,407,5000,3.05061,3.31,0.15,4,0,0,2,406,407,3567.556543306695,3.5607078500333
453,406,677,3000,0.82067,2.0,0.15,4,0,0,1,406,677,2522.5369039074285,2.1827905700787102
454,406,682,3000,2.20446,2.45,0.15,4,0,0,1,406,682,3671.7141695168025,3.3627868608018727
455,407,406,5000,3.05061,3.31,0.15,4,0,0,2,407,406,4761.688707201916,3.8404220518902568
456,407,408,5000,2.94384,3.25,0.15,4,0,0,2,407,408,5004.366776874144,3.8569588753228063
457,407,687,6500,0.82067,1.71,0.15,4,0,0,1,407,687,3989.217297139672,1.7792170229801707
458,407,692,6500,2.45596,2.47,0.15,4,0,0,1,407,692,6988.436799666153,3.063295112559121
459,408,407,5000,2.94384,3.25,0.15,4,0,0,2,408,407,5713.002563471971,4.19866033350269
460,408,409,5000,1.91447,2.17,0.15,4,0,0,2,408,409,2927.3061972687865,2.2848210630288563
461,408,689,2000,1.04948,2.19,0.15,4,0,0,1,408,689,1366.529999999977,2.303575746234304
462,408,694,2000,2.10339,2.11,0.15,4,0,0,1,408,694,3302.6105796053453,4.547467613961347
463,409,408,5000,1.91447,2.17,0.15,4,0,0,2,409,408,3693.446773847456,2.343495441241695
464,409,410,5000,3.58034,3.93,0.15,4,0,0,2,409,410,3676.9619138543057,4.245622752840528
465,409,538,5000,1.40829,1.47,0.15,4,0,0,2,409,538,4306.955437486773,1.647729196846563
466,409,539,5000,2.55473,2.86,0.15,4,0,0,2,409,539,7052.931058163529,4.660651179514022
467,410,409,5000,3.58034,3.93,0.15,4,0,0,2,410,409,5576.763219383414,4.98550296848306
468,410,411,3500,2.99149,2.72,0.15,4,0,0,2,410,411,3660.7147144881014,3.327920025612362
469,410,690,2000,2.81196,2.9,0.15,4,0,0,1,410,690,1606.9427826640094,3.193767180655166
470,410,700,2000,0.63686,1.09,0.15,4,0,0,1,410,700,3226.926418543815,2.2235107926036437
471,411,410,3500,2.99149,2.72,0.15,4,0,0,2,411,410,4918.768876705792,4.431185282594086
472,411,412,3500,2.93815,2.73,0.15,4,0,0,2,411,412,3347.5220027214164,3.1901955305967595
473,411,685,6000,2.91909,3.04,0.15,4,0,0,1,411,685,3842.0800000000672,3.2334335985818274
474,411,695,6000,0.63686,1.04,0.15,4,0,0,1,411,695,3636.632915418624,1.086527568083715
475,412,411,3500,2.93815,2.73,0.15,4,0,0,2,412,411,4502.558049215855,3.969076959811344
476,412,413,3500,2.87283,2.61,0.15,4,0,0,2,412,413,3347.5220027214164,3.052520333647452
477,413,412,3500,2.87283,2.61,0.15,4,0,0,2,413,412,4502.558049215855,3.797165216522933
478,413,414,3500,2.80865,2.62,0.15,4,0,0,2,413,414,2913.1200000002864,2.920951291206276
479,413,730,4000,3.17024,3.35,0.15,4,0,0,1,413,730,2663.96000000013,3.5756664798078406
480,413,734,4000,0.62208,0.65,0.15,4,0,0,1,413,734,2971.7320027210226,0.7045863983475212
481,414,413,3500,2.80865,2.62,0.15,4,0,0,2,414,413,4179.02896502996,3.531116280781734
482,414,415,3500,4.37375,4.1,0.15,4,0,0,2,414,415,545.58000000006,4.275313108741491
483,414,731,3500,3.20061,3.29,0.15,4,0,0,1,414,731,1275.2900000001682,3.4267230287631185
484,414,735,3500,0.63686,0.54,0.15,4,0,0,1,414,735,2842.160000000098,0.6006958258580694
485,415,414,3500,4.37375,4.1,0.15,4,0,0,2,415,414,1156.130000000012,4.282271998256092
486,415,416,3500,6.15496,5.67,0.15,4,0,0,2,415,416,744.3500000001222,5.917938246410006
487,415,727,3500,4.24465,4.8,0.15,4,0,0,1,415,727,435.23000000001775,4.969958161331158
488,415,733,3500,1.75633,3.01,0.15,4,0,0,1,415,733,804.5000000001892,3.0815135459524043
489,416,415,3500,6.15496,5.67,0.15,4,0,0,2,416,415,1591.590000000091,5.9525670305176765
490,416,417,3500,5.59407,5.15,0.15,4,0,0,2,416,417,681.2800000000569,5.374871793165603
491,416,726,2000,2.04509,1.54,0.15,4,0,0,1,416,726,186.14000000007945,1.6218209320860102
492,416,732,2000,3.95137,5.28,0.15,4,0,0,1,416,732,60.47000000004482,5.438055461858383
493,417,416,3500,5.59407,5.15,0.15,4,0,0,2,417,416,1442.750000000029,5.396067205014166
494,417,732,3500,8.19718,9.84,0.15,4,0,0,1,417,732,240.34999999999852,10.167920023938176
495,417,913,3500,3.12711,3.45,0.15,4,0,0,1,417,913,575.7700000000696,3.5754633957213855
496,417,926,3500,6.52016,6.29,0.15,4,0,0,2,417,926,371.0,6.550925514701175
497,418,419,5000,5.50658,5.27,0.15,4,0,0,2,418,419,3647.465661548544,5.7141284605394045
498,418,921,2000,2.33798,3.86,0.15,4,0,0,1,418,921,805.9400000000313,3.968786752604004
499,418,922,2000,4.25297,4.77,0.15,4,0,0,1,418,922,1202.372037846515,5.033582964211788
500,418,923,5000,10.3917,8.98,0.15,4,0,0,2,418,923,1517.0,9.40708179062379
501,419,418,5000,5.50658,5.27,0.15,4,0,0,2,419,418,1794.2700000000186,5.503372304946301
502,419,420,5000,4.81398,4.47,0.15,4,0,0,2,419,420,4493.735661548548,5.100029780907738
503,419,739,1500,3.41273,5.07,0.15,4,0,0,1,419,739,330.31000000000495,5.208297420503264
504,419,743,1500,1.62768,1.44,0.15,4,0,0,1,419,743,256.09131948555296,1.505290713554041
505,420,419,5000,4.81398,4.47,0.15,4,0,0,2,420,419,2129.29000000003,4.684611709749743
506,420,421,5000,2.97089,3.29,0.15,4,0,0,2,420,421,4941.213065736192,3.879532636676202
507,420,751,3000,2.501,2.57,0.15,4,0,0,1,420,751,1217.980000000025,2.6805136966526373
508,420,752,3000,0.90683,1.68,0.15,4,0,0,1,420,752,1508.4725958124327,1.732382075358252
509,421,420,5000,2.97089,3.29,0.15,4,0,0,2,421,420,2247.8100000000704,3.428993511562021
510,421,422,5000,3.25194,3.53,0.15,4,0,0,2,421,422,5482.391225829648,4.425438095484802
511,421,753,2000,1.47413,0.94,0.15,4,0,0,1,421,753,2251.9985214497065,1.2256234514932622
512,421,754,2000,1.83508,2.86,0.15,4,0,0,1,421,754,1025.1299999999828,2.963014200534088
513,422,421,5000,3.25194,3.53,0.15,4,0,0,2,422,421,2251.2759310953115,3.681839702927349
514,422,423,5000,2.80865,3.11,0.15,4,0,0,2,422,423,6577.9980106425055,4.619829155873953
515,422,762,1000,0.61,0.87,0.15,4,0,0,1,422,762,1339.0075245297994,1.3139102550906747
516,422,766,1000,3.05061,3.61,0.15,4,0,0,1,422,766,1071.1841254065075,4.444967668399242
517,423,422,5000,2.80865,3.11,0.15,4,0,0,2,423,422,3045.1534556251063,3.2865272783616124
518,423,424,5000,3.09902,3.43,0.15,4,0,0,2,423,424,6291.607889878251,4.843848659822175
519,423,764,1000,0.69551,0.6,0.15,4,0,0,1,423,764,1979.8293328990549,2.010601793481276
520,423,767,1000,3.49621,4.08,0.15,4,0,0,1,423,767,843.8900000000067,4.530229154452216
521,424,423,5000,3.09902,3.43,0.15,4,0,0,2,424,423,3034.043455625113,3.6237185635833735
522,424,425,5000,3.06764,3.31,0.15,4,0,0,2,424,425,6449.028677743503,4.806799678863856
523,424,773,1000,0.682,1.3,0.15,4,0,0,1,424,773,1069.5198396294509,1.5824267213536458
524,424,777,1000,3.32995,3.72,0.15,4,0,0,1,424,777,1097.650000000016,4.663206779043088
525,425,424,5000,3.06764,3.31,0.15,4,0,0,2,425,424,3146.0534556251296,3.510527821841344
526,425,426,5000,1.53594,1.71,0.15,4,0,0,2,425,426,7059.698677743472,2.79085492843913
527,425,775,2000,1.47539,2.62,0.15,4,0,0,1,425,775,1753.8501603705954,2.9114190200988728
528,425,779,2000,1.73609,1.48,0.15,4,0,0,1,425,779,2679.6222202504214,2.2648079172970026
529,426,425,5000,1.53594,1.71,0.15,4,0,0,2,426,425,4361.623455625151,1.919962760657097
530,426,427,3500,0.9548,1.11,0.15,4,0,0,2,426,427,4322.809999999954,1.5356339575000506
531,426,441,5000,4.40258,4.82,0.15,4,0,0,2,426,441,4913.9549393679845,5.6706047605325525
532,427,426,3500,0.9548,1.11,0.15,4,0,0,2,427,426,4045.3225439127127,1.445327594105298
533,427,428,3500,3.24219,3.5,0.15,4,0,0,2,427,428,3630.744554205921,4.237640458132208
534,427,594,7000,0.7446,1.43,0.15,4,0,0,1,427,594,4743.858154987167,1.5050280960515947
535,427,779,7000,2.57432,2.65,0.15,4,0,0,1,427,779,1790.9177797495647,2.754675929082883
536,428,427,3500,3.24219,3.5,0.15,4,0,0,2,428,427,2618.6289914813533,3.7941940812423214
537,428,429,3500,0.682,0.78,0.15,4,0,0,2,428,429,1949.87999999999,0.818550552938323
538,428,431,5000,0.9548,1.04,0.15,4,0,0,2,428,431,5854.57455420604,1.3714338456911437
539,429,428,3500,0.682,0.78,0.15,4,0,0,2,429,428,3514.6227091932305,0.9262475526825482
540,429,430,3500,0.60078,0.63,0.15,4,0,0,2,429,430,0.0,0.6540312
541,429,593,6500,1.00047,2.39,0.15,4,0,0,1,429,593,1678.1672908068722,2.431611656827592
542,429,778,6500,2.39692,2.77,0.15,4,0,0,1,429,778,2493.0399999999936,2.8748683505091734
543,430,429,3500,0.60078,0.63,0.15,4,0,0,2,430,429,0.0,0.6540312
544,431,428,5000,0.9548,1.04,0.15,4,0,0,2,431,428,3277.716282288231,1.107001121493002
545,431,432,5000,3.22089,3.52,0.15,4,0,0,2,431,432,6678.074554206032,5.329027776138481
546,431,593,4000,0.682,1.27,0.15,4,0,0,1,431,593,2696.4999999999927,1.3366220252874024
547,431,597,4000,2.42854,2.91,0.15,4,0,0,1,431,597,524.9800000000178,3.007271113582572
548,432,431,5000,3.22089,3.52,0.15,4,0,0,2,432,431,5222.9462822881915,4.277496054021878
549,432,433,5000,2.37978,2.62,0.15,4,0,0,2,432,433,6303.318451661711,3.707826071934632
550,432,595,4500,1.66609,3.16,0.15,4,0,0,1,432,595,1652.9554715336053,3.2352728470784125
551,432,599,4500,1.56355,1.33,0.15,4,0,0,1,432,599,3869.337855779952,1.5015954612363196
552,433,432,5000,2.37978,2.62,0.15,4,0,0,2,433,432,5135.795471824828,3.152656301517356
553,433,434,5000,2.01208,2.35,0.15,4,0,0,2,433,434,6105.057714174269,3.2139817545665093
554,433,616,9500,2.79936,3.4,0.15,4,0,0,1,433,616,4409.22390643879,3.5356403732214225
555,433,617,9500,0.76433,1.5,0.15,4,0,0,1,433,617,1550.932042706576,1.5307330303210556
556,434,433,5000,2.01208,2.35,0.15,4,0,0,2,434,433,5029.036563230577,2.7912431155033053
557,434,435,5000,2.60592,3.07,0.15,4,0,0,2,434,435,5500.356610606519,3.848629727594672
558,434,618,9000,3.17024,4.12,0.15,4,0,0,1,434,618,1875.2460935611523,4.247974400410579
559,434,619,9000,0.63686,0.65,0.15,4,0,0,1,434,619,7479.227820952219,0.7219753287409276
560,435,434,5000,2.60592,3.07,0.15,4,0,0,2,435,434,5171.576563230541,3.7012742202691458
561,435,436,5000,1.78575,1.92,0.15,4,0,0,2,435,436,6595.796610606521,2.8635605327581923
562,435,552,4500,1.30973,0.89,0.15,4,0,0,1,435,552,5967.09384661424,1.3551350196961136
563,435,554,4500,1.76057,3.93,0.15,4,0,0,1,435,554,3624.34645905911,4.248480423614577
564,436,435,5000,1.78575,1.92,0.15,4,0,0,2,436,435,6625.287909362574,2.879263429654931
565,436,437,5000,2.75582,3.08,0.15,4,0,0,2,436,437,7425.640254544632,5.43772182583849
566,436,496,9000,0.95285,1.02,0.15,4,0,0,2,436,496,14062.607976037092,1.970093074306824
567,437,436,5000,2.75582,3.08,0.15,4,0,0,2,437,436,7466.81136543057,5.4879822860450815
568,437,438,5000,3.79967,4.14,0.15,4,0,0,2,437,438,6664.289572612914,6.25185569752976
569,437,554,4000,1.037,0.62,0.15,4,0,0,1,437,554,5225.943323891137,0.9324378670698952
570,437,556,4000,3.32156,7.18,0.15,4,0,0,1,437,556,2084.566183281509,7.392302263765181
571,438,437,5000,3.79967,4.14,0.15,4,0,0,2,438,437,6673.113941128286,6.262256797859732
572,438,439,5000,2.196,2.4,0.15,4,0,0,2,438,439,4373.961462451793,2.698665089122262
573,438,535,6500,7.09097,8.17,0.15,4,0,0,2,438,535,4525.563172144073,8.741610901232141
574,438,536,5000,1.85925,2.11,0.15,4,0,0,2,438,536,6137.209727103043,2.902788580202597
575,438,540,3500,1.50659,1.68,0.15,4,0,0,2,438,540,5205.845837716355,2.973634153924227
576,439,438,5000,2.196,2.4,0.15,4,0,0,2,439,438,5381.055040441657,2.9707789355320813
577,439,440,5000,2.318,2.53,0.15,4,0,0,2,439,440,5632.309430867025,3.2337714627589627
578,439,614,6000,2.33798,2.72,0.15,4,0,0,1,439,614,4874.145487209688,2.9912035239928976
579,439,615,6000,0.7764,1.94,0.15,4,0,0,1,439,615,6106.210459076923,2.2832144262809018
580,440,439,5000,2.318,2.53,0.15,4,0,0,2,440,439,6810.632332237532,3.9291360463340825
581,440,441,5000,2.44076,2.63,0.15,4,0,0,2,440,441,4080.6826738741142,2.9026546746060755
582,440,612,2000,2.33798,2.64,0.15,4,0,0,1,440,612,2353.869999999988,3.4933293638509624
584,441,426,5000,4.40258,4.82,0.15,4,0,0,2,441,426,2493.3671733369047,5.0408130517354905
585,441,440,5000,2.44076,2.63,0.15,4,0,0,2,441,440,5627.164240054073,3.3605162043924097
586,441,591,6000,1.87122,3.19,0.15,4,0,0,1,441,591,4605.073289095846,3.430892776634367
587,441,596,6000,1.30973,0.72,0.15,4,0,0,1,441,596,8066.713469959693,1.1252515142989512
588,442,443,3500,3.9287,3.59,0.15,4,0,0,2,442,443,665.7499999999927,3.747852949863333
589,442,898,500,6.25094,6.49,0.15,4,0,0,1,442,898,95.65999999999619,6.741341899850968
590,442,899,500,1.5444,2.78,0.15,4,0,0,1,442,899,116.370000000039,2.8429995456431403
591,442,929,3500,32.8818,6.31,0.15,4,0,0,2,442,929,653.0,7.626418835600455
592,443,442,3500,3.9287,3.59,0.15,4,0,0,2,443,442,565.7700000000185,3.7475156826957567
593,443,444,3500,4.52881,4.45,0.15,4,0,0,2,443,444,956.9800000000688,4.634883101817329
594,443,897,500,1.00973,1.3,0.15,4,0,0,1,443,897,1037.8000000000177,4.95956150123849
595,443,898,500,3.82164,3.98,0.15,4,0,0,1,443,898,308.86999999999534,4.2198011139892415
596,444,443,3500,4.52881,4.45,0.15,4,0,0,2,444,443,859.1400000000431,4.633575854389473
597,444,445,3500,5.42934,5.0,0.15,4,0,0,2,444,445,956.9800000000688,5.221365399794752
598,445,444,3500,5.42934,5.0,0.15,4,0,0,2,445,444,859.1400000000431,5.219896582460081
599,445,446,3500,6.81154,6.27,0.15,4,0,0,2,445,446,1392.9600000000792,6.566057753047601
600,445,885,1000,4.73644,6.37,0.15,4,0,0,1,445,885,70.45000000009895,6.559481137193688
601,445,886,1000,1.64248,1.05,0.15,4,0,0,1,445,886,269.21000000005733,1.1165264662566574
602,446,445,3500,6.81154,6.27,0.15,4,0,0,2,446,445,898.7100000001082,6.546550108632288
603,446,447,3500,6.28774,5.78,0.15,4,0,0,2,446,447,1680.4500000000844,6.077582897929075
604,446,858,8500,1.41882,2.41,0.15,4,0,0,1,446,858,245.11000000008065,2.4667530499635695
605,446,859,8500,4.74469,5.21,0.15,4,0,0,1,446,859,67.21999999998661,5.3997876030566605
606,447,446,3500,6.28774,5.78,0.15,4,0,0,2,447,446,957.030000000188,6.0363563333530434
607,447,448,3500,4.3224,3.98,0.15,4,0,0,2,447,448,2083.2513587489884,4.227828262999387
608,447,848,4000,3.81335,5.59,0.15,4,0,0,1,447,848,262.4100000000326,5.742549530470987
609,447,849,4000,2.16185,1.87,0.15,4,0,0,1,447,849,622.211273322544,1.956638226940478
610,448,447,3500,4.3224,3.98,0.15,4,0,0,2,448,447,1130.420000000202,4.159392231371421
611,448,449,5000,2.989,3.28,0.15,4,0,0,2,448,449,3369.331358748997,3.501011852466595
612,448,664,3500,2.75245,2.78,0.15,4,0,0,1,448,664,2045.2487266775931,2.938721744578169
613,448,665,3500,0.65699,1.17,0.15,4,0,0,1,448,665,1137.7600000000311,1.19823938120623
614,449,448,5000,2.989,3.28,0.15,4,0,0,2,449,448,2083.1500000002416,3.414384063188994
615,449,450,5000,1.83,2.0,0.15,4,0,0,2,449,450,2995.0837343620224,2.1118257665829683
616,449,662,2000,2.63362,2.91,0.15,4,0,0,1,449,662,617.2000000000407,3.019303639865425
617,449,663,2000,0.682,1.41,0.15,4,0,0,1,449,663,1340.612152763104,1.479977554055348
618,450,449,5000,1.83,2.0,0.15,4,0,0,2,450,449,1616.5700000002107,2.0764780781068697
619,450,451,5000,1.30973,1.44,0.15,4,0,0,2,450,451,2841.7478459945414,1.5149272268385583
620,450,453,5000,4.05593,4.56,0.15,4,0,0,2,450,453,2686.0158883675467,4.779202500609614
621,450,508,5000,3.51955,3.8,0.15,4,0,0,2,450,508,2532.0200000000987,3.978267504953223
622,451,450,5000,1.30973,1.44,0.15,4,0,0,2,451,450,1504.9200000000928,1.4941618679365387
623,451,452,5000,2.00095,2.18,0.15,4,0,0,2,451,452,3902.407845994567,2.3813764268105917
624,451,654,5000,2.00652,1.81,0.15,4,0,0,1,451,654,1390.6800000000148,1.8918855952929
625,451,655,5000,1.2276,2.48,0.15,4,0,0,1,451,655,1914.9580847538675,2.53710786974364
626,452,451,5000,2.00095,2.18,0.15,4,0,0,2,452,451,2309.162613130131,2.274913987501123
627,452,525,5000,2.15668,2.32,0.15,4,0,0,2,452,525,5364.637845994548,2.867437003712898
628,452,652,7000,2.16185,2.17,0.15,4,0,0,1,452,652,3407.0100000000166,2.2747403790670924
629,452,654,7000,1.13467,2.28,0.15,4,0,0,1,452,654,3296.5099999999875,2.3422077893586986
630,453,450,5000,4.05593,4.56,0.15,4,0,0,2,453,450,3069.6300000001065,4.819404516074157
631,453,454,3500,9.13311,10.27,0.15,4,0,0,2,453,454,2237.8800000000992,10.892800371362428
632,453,650,500,2.62016,2.82,0.15,4,0,0,1,453,650,643.2158883674929,4.08328336922494
633,453,841,500,0.7446,1.48,0.15,4,0,0,1,453,841,568.2600000000166,1.8801757502748528
634,454,453,3500,9.13311,10.27,0.15,4,0,0,2,454,453,2465.030000000079,11.014358568464754
635,454,455,3500,2.99894,3.23,0.15,4,0,0,2,454,455,2870.008731714828,3.569013258527656
636,454,838,3000,1.98695,1.93,0.15,4,0,0,1,454,838,541.7285045592289,2.0097858153692565
637,454,840,3000,1.20311,2.45,0.15,4,0,0,1,454,840,727.2612682853724,2.499393611973502
638,455,454,3500,2.99894,3.23,0.15,4,0,0,2,455,454,2879.9310260478887,3.572058311773344
639,455,456,3500,2.92864,2.7,0.15,4,0,0,2,455,456,3202.9300000001167,3.1011811074653357
640,455,833,3000,2.14543,2.7,0.15,4,0,0,1,455,833,1033.380000000012,2.79151897679569
641,455,835,3000,1.18441,2.85,0.15,4,0,0,1,455,835,570.3887317147673,2.897935043627601
642,456,455,3500,2.92864,2.7,0.15,4,0,0,2,456,455,3096.9785045592653,3.0654220974214654
643,456,457,3500,3.18429,2.93,0.15,4,0,0,2,456,457,2679.2400000000707,3.2082868667570734
644,456,834,5500,1.96908,2.01,0.15,4,0,0,1,456,834,2088.7800000000643,2.0950352189294965
645,456,836,5500,1.13467,2.41,0.15,4,0,0,1,456,836,885.5700000000288,2.455629768026776
646,457,456,3500,3.18429,2.93,0.15,4,0,0,2,457,456,2868.238504559231,3.2555917263902887
647,457,458,3500,1.58248,1.5,0.15,4,0,0,2,457,458,2234.8300000000886,1.600700638952806
648,457,829,1000,3.05061,3.65,0.15,4,0,0,1,457,829,541.5300000000789,3.819108492825556
649,457,831,1000,0.682,0.72,0.15,4,0,0,1,457,831,1353.500569726821,1.1097378643007478
650,458,457,3500,1.58248,1.5,0.15,4,0,0,2,458,457,2625.430569726843,1.6345373268701802
651,458,459,5000,1.3708,1.43,0.15,4,0,0,2,458,459,2125.130000000172,1.4918318589337791
652,458,467,3500,5.6173,5.17,0.15,4,0,0,2,458,467,2250.5200000002296,5.527260741031945
653,458,468,3500,3.08879,2.91,0.15,4,0,0,2,458,468,3107.691495440995,3.3048602671380087
654,459,458,5000,1.3708,1.43,0.15,4,0,0,2,459,458,3057.4200000001365,1.5148213938526829
655,459,460,3500,5.04681,4.66,0.15,4,0,0,2,459,460,2047.3300000000745,4.943710662348131
656,459,832,2000,1.27372,1.27,0.15,4,0,0,1,459,832,245.3500000001004,1.3209919438846975
657,459,845,2000,3.63808,7.72,0.15,4,0,0,1,459,845,20.619999999995343,7.8655232130840815
658,460,459,3500,5.04681,4.66,0.15,4,0,0,2,460,459,2886.9700000001467,5.1854467459883455
659,460,461,3500,6.78445,6.3,0.15,4,0,0,2,460,461,2009.1800000000949,6.673998710392791
660,460,872,3500,4.80508,5.86,0.15,4,0,0,1,460,872,355.21000000005006,6.052296451844852
661,460,875,3500,1.09969,2.21,0.15,4,0,0,1,460,875,474.12000000003167,2.2540992257675745
662,461,460,3500,6.78445,6.3,0.15,4,0,0,2,461,460,2578.279450100992,6.849656452521136
