Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location
5b1387c94e23215ea9b550d34749adb152959dac,3cf0a8ef30c60ae259efadb4c062c71991a590e106f956a253afd394a0f27f45628e5169b97d1d1c8599f6fea7fc367054d8985bfa3f1cafd91757547d6400fb,01/04/2019 02:30:00 PM,01/04/2019 03:00:00 PM,1860,1.0,17031980000.0,17031080100.0,76.0,8.0,42.75,9.35,0.0,4.0,56.1,Credit Card,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.907520075,-87.6266589,POINT (-87.6266589003 41.90752007470001)
b7feccc5630fbdad764d1372cd385b1b5b50a732,a418af5d440c9260ccfd29882c6c4ea78d7269df7d5130f03788205b60d6801babc8e1b0fccd2645c96de8d08dacd7d64b199c0899c0727236e3bb3a34b597fb,01/04/2019 04:30:00 PM,01/04/2019 04:45:00 PM,480,1.0,17031839100.0,17031081500.0,32.0,8.0,6.5,2.0,0.0,0.0,9.0,Credit Card,Medallion Leasin,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
fe9d298aa5aff3cca5e4024e012cf2d1e41c3cd1,7c5f6cdebf1bc18ff9e0c86910f485f8314df2b41903f89ad04bda857ab37c5d89268d47243c0b85f5b051196d071b0710fe634d9ee2651201379c917efd4a8f,01/04/2019 08:15:00 PM,01/04/2019 08:30:00 PM,398,1.19,17031080300.0,17031071400.0,8.0,7.0,6.75,2.0,0.0,0.0,9.25,Credit Card,Gold Coast Taxi,41.90749193,-87.63576009,POINT (-87.6357600901 41.9074919303),41.922082541,-87.634156093,POINT (-87.6341560931 41.922082541)
52ff5c8c27339d72df76453ccc6fc884a40712d6,ed28af0487f79dafd5a5d16743960226fb2f6371e2913bf045e2bbb06131ac002f67ff0f6a26a55b9c4eb2e7f0f6d7908be67d5b863c13e13afd92e8d186d67d,01/04/2019 11:00:00 PM,01/04/2019 11:00:00 PM,180,1.0,,,24.0,24.0,5.75,2.0,0.0,1.0,8.75,Credit Card,Star North Management LLC,41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001),41.901206994,-87.676355989,POINT (-87.6763559892 41.90120699410001)
63feadf057d3ae9a2ad9cd95767165e31a4e0ca8,f7c942487c3ce86530856b5920cd4f28b0cff930a8bf7e7bf25e15d066f245d784bbedcf5a541ee0e5103226f9576b9fb6d684d5959f7a622a13d1f70012768b,01/05/2019 05:00:00 PM,01/05/2019 05:00:00 PM,720,2.4,17031081300.0,17031839100.0,8.0,32.0,10.0,2.0,0.0,1.0,13.5,Credit Card,Globe Taxi,41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
6fbff76df8780a6cac58f7b49b4d1da650ad88d0,cce26db27b3d8d566473e326d450541ea93cbcec5ed6d427488a80714dce6a46ad04bb91b326240a9cfba45cbc1580feca5a11fd49afaca4f254f4df2545a471,01/05/2019 05:30:00 PM,01/05/2019 05:30:00 PM,540,6.6,,,8.0,77.0,18.25,0.0,0.0,0.0,18.25,Cash,Top Cab Affiliation,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999)
3a45c8c56969cfa5c3e1edd40c397a80e5812e4c,627de0f7c9251f9731fe27af6bb5a1d1c0542397fa8cf335a22c107fe76a8d7d0e71fbdf9def41a48786e730f4d9767fbd24a659d796a3a75eca4414e6a078cc,01/06/2019 12:00:00 AM,01/06/2019 12:15:00 AM,660,0.0,,,8.0,32.0,9.25,1.25,0.0,0.0,10.5,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
8ba91df542cd670c1beca111b6144576bb954ac2,dee6032433df09fe8d3fd4fa958380308c902dc98f81c373a00a768c284e8061429067c13eca8aff5fc783ec5fa2af94cb1aa4b19c918087bbca176d0e2bdfc5,01/06/2019 10:30:00 AM,01/06/2019 10:30:00 AM,360,1.1,,,,,6.5,2.0,0.0,1.02,10.02,Credit Card,Medallion Leasin,,,,,,
987abf88272dd3b0926be07c1db15f07e72ef39a,30e236be2bd32ce4dea917bd851c2a3da96588fa949007b44dc2ef7e4f907c5d7e555574b46563a51d20dd9897f08f6356270796414ef541d8403776ca25903d,01/06/2019 03:45:00 PM,01/06/2019 03:45:00 PM,0,0.0,,,,,25.0,0.0,0.0,0.0,25.0,Credit Card,Suburban Dispatch LLC,,,,,,
48fc9c6c16a311e81aa9a906e20ed9cdc08b8664,4364d99b1f14eb6e63596a20a1a936c805239d09b4675e8165d9d0ab91ea565990be35225384dfb78f1bc75c4fd0ba36620ddf840f64f0403df3d2cc55c1258b,01/06/2019 08:00:00 PM,01/06/2019 08:00:00 PM,735,2.26,17031320100.0,17031080100.0,32.0,8.0,9.75,2.0,0.0,1.0,13.25,Credit Card,Sun Taxi,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.907520075,-87.6266589,POINT (-87.6266589003 41.90752007470001)
d2e156fed73289b53c4cc9bbc2a9d4b65a01906d,e8f673c7d74913eef9b2c58975502e30884a6d7c93a80264c9ef1ee7a3a44652b66f8f74348e5f7b62dc458b19ef474b8c0801463178f03b03bd08f768c42c4e,01/07/2019 09:00:00 AM,01/07/2019 09:15:00 AM,861,0.9,17031281900.0,17031081800.0,28.0,8.0,7.75,2.0,0.0,0.0,10.25,Credit Card,Taxi Affiliation Service Yellow,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
8097c9f2038eb0bfc2e7ecfe4a0b32bfb4747127,339f071e74e6cc55d8f22f96104b8552e0267460f1077532435d16479a7e51c903243ae115aa8e1ad7c22708d4c9333440e58def935df0a496585f52ca1cc124,01/07/2019 03:30:00 PM,01/07/2019 04:00:00 PM,2100,0.0,17031081500.0,17031980000.0,8.0,76.0,42.75,8.55,0.0,0.0,51.3,Credit Card,Taxi Affiliation Services,41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809),41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201)
5bd4f57ebe344f6fb0a386d25759190ed6251ebe,a551c616b29b9db9ca3476a247202023f30a40c4dc115a7db0a0f2104d3ce4ad4fbc2dd487bc9f8dc796c1cdcb21d826dcc7f4383eecbd2926d84acee83233b7,01/07/2019 06:15:00 PM,01/07/2019 06:30:00 PM,540,0.0,17031281900.0,17031320400.0,28.0,32.0,7.0,0.0,0.0,0.0,7.0,Cash,Taxi Affiliation Services,41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
10b92b41f7bbbc4a4857be31a2749a74d07dc0e9,0f06cf0dfe418146c9677711bd5b325df80c5b5e0c1f7186049a80303b382bc9894d4f3e567364abead2705b2c9254a76663398155d686b849c1c8ee7a54310d,01/07/2019 06:45:00 PM,01/07/2019 07:00:00 PM,1377,6.29,,,8.0,6.0,20.75,0.0,0.0,0.0,20.75,Cash,Chicago Carriage Cab Corp,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
9bcb0439566b84a097ae216ab89c70eb0a1717d0,539585f311dc81a3a3476b17430e422b842975c40e12dd64b0219275b2b68f788418395ca85db96d79f785dea79613a684cae01f9164c8007fa4c4b7a69a197e,01/07/2019 07:30:00 PM,01/07/2019 07:45:00 PM,681,1.93,17031839100.0,17031081201.0,32.0,8.0,8.75,0.0,0.0,0.0,8.75,Cash,Chicago Carriage Cab Corp,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134)
03b43d8d3a5940b5bf8f66dd8e52c6ce2e491be7,cb79e038fd71a22b59d4913c2b84ccd9c9d8431ab33ba358cb9a26f3bbaefd19e20d40c395037b9d947fab42c9dc9fed9a85449ea85b14a0d790cd215ae523ac,01/08/2019 08:45:00 AM,01/08/2019 09:45:00 AM,4200,18.17,17031980000.0,17031081800.0,76.0,8.0,50.75,0.0,0.0,6.0,56.75,Cash,Nova Taxi Affiliation Llc,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
049ee6822e934fa866256d194d1c05a5de382642,1801165e22d31b0d2557544664d5ac37511b6cd2972126839adb8fefd73d78658309e21cec1f1a667417ca01c5779b762b00549d679c3abef62330e9394fd8ef,01/08/2019 02:00:00 PM,01/08/2019 02:15:00 PM,946,7.59,,,16.0,32.0,21.0,0.0,0.0,0.0,21.0,Cash,Flash Cab,41.953582125,-87.72345239,POINT (-87.7234523905 41.9535821253),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
9280b99943889d35b74146351bd571e3261b8d45,0100a31447467f038f7ecd2addffc048bec8fe8cf1d8c9eafb360c6342c3c8f4aee0069d44da82207873e81ac0cee8fea124cf3cd0a95127fa0092de44ecb50b,01/09/2019 04:15:00 AM,01/09/2019 04:30:00 AM,540,2.9,,,2.0,,10.0,0.0,0.0,0.0,10.0,Cash,Globe Taxi,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),,,
fc74008e55e46991ea0747ca765768b84b5e5f4d,4979769b1242fb164b73654fba2df98e5466b9d84282a73c6c729c24469ffaa2129ff4dcd7752f2b3841023713711c73d21e3a9ff4e061daed3702f8ba668e9f,01/09/2019 04:00:00 PM,01/09/2019 04:15:00 PM,960,0.0,,,2.0,4.0,10.25,0.0,0.0,0.0,10.25,Cash,Taxi Affiliation Services,42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027),41.975170943,-87.687515515,POINT (-87.68751551520002 41.9751709433)
c87d80b6219123f8f1696c623770df23e49c6dbc,b7c0e0732dc451395225bdd8f7dbc6e83ff14b172f4c16255f1f0fd30e47ea67fd30d961e836cfc2945e549e18582adddcb196722df7abf856ba6b1d68e13ff0,01/09/2019 05:30:00 PM,01/09/2019 05:45:00 PM,960,4.1,,,32.0,7.0,13.75,2.75,0.0,0.0,16.5,Credit Card,Choice Taxi Association,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
73eeee94fa2f1485fa15252bcc53ad448c5f5bb7,2d0ed8e0ce18189d284bd2aadfb788b99d07edd8da90bc5a26bec2fc4f5bbac24f4843b5655df04dc51029c5183499035b5b60c5899dde7422a766a5854c0ec5,01/09/2019 06:00:00 PM,01/09/2019 06:15:00 PM,300,0.8,17031839100.0,17031081800.0,32.0,8.0,5.75,3.0,0.0,0.0,8.75,Credit Card,Star North Management LLC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
e1419621e266fb10197dc808364b419ec112658a,cf7357bd9c2e5fb496b726fead019664b9072548364f9c76a39e3e9ce4b23950e5b031c3d87739a624df92e44e9cb0be36312e1b6f258895d9bc0f0eb9470ecc,01/09/2019 08:15:00 PM,01/09/2019 08:45:00 PM,1179,9.8,,,8.0,1.0,26.0,0.0,0.0,1.0,27.0,Cash,Chicago Carriage Cab Corp,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),42.009622881,-87.670166857,POINT (-87.67016685690001 42.0096228806)
85d2472b4107c66ade5eb3302a5fc809cb6bbf3f,cf7d7298269a232bda57620063b7e58fa2862d9c166f61900566d19309bdce5ff97498a588e9a36dc335d891730db83fadabadff09870a456627863e233d5ca7,01/09/2019 10:00:00 PM,01/09/2019 10:30:00 PM,1500,20.9,17031980000.0,17031330100.0,76.0,33.0,50.75,8.0,0.0,4.0,62.75,Credit Card,Star North Management LLC,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715)
339cf291a3db873667f36e19cf6d845ee2d30cfb,95e2243f1be3ddd4b546741f6176fb12f2101fdc321377deb6a90915750c19d388915c3ee42dd04060b56e139f57dee79553cf85c71424715337145addae5fde,01/10/2019 09:30:00 AM,01/10/2019 10:30:00 AM,3540,6.9,,,,,32.0,0.0,0.0,0.0,32.0,Cash,312 Medallion Management Corp,,,,,,
0b2c9fdd244aeaa7bd248ab8590306f1fbfffc30,842c6b006fcddcc1eb059c64c6129ed5edd0971d8943943075301b1845f3acafa4d74c84ac1a114a3c5e1534f081126e0012aaa85350643e7b5bdb97bbada08d,01/10/2019 12:30:00 PM,01/10/2019 12:45:00 PM,616,1.2,17031839100.0,17031320100.0,32.0,32.0,7.5,3.0,0.0,1.0,12.0,Credit Card,Chicago Taxicab,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
493d88562743c8011c8e09774a06f5c04a37b8e6,6d64bb9a640eff5e8b64d621eadc957442e4cc25d19845c2923d9d190675807f5b82566d3ae256d77fe2a9ef0ca50cfe92eb31d61b1b2e410ed8ea207140eb79,01/10/2019 03:30:00 PM,01/10/2019 03:30:00 PM,480,1.2,17031839100.0,17031839100.0,32.0,32.0,6.75,0.0,0.0,2.0,8.75,Cash,Medallion Leasin,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
2f8721844ac152ff910c5eb8730c547f7c8b0eef,9cf781e3591ef0900a7670c770394eb9318d418bd2e72d02e3411d7e38590ef58c32543e7d1adfffc7af17dd5f3b84931b5341c659972775631b1c2f0dde727d,01/10/2019 04:45:00 PM,01/10/2019 04:45:00 PM,240,0.5,,,,,5.0,0.0,0.0,0.0,5.0,Cash,Chicago Independents,,,,,,
edf305ddb68a1b3bb4423b5f59e101b93c3441a4,be7e1462a37397809dadade8e174ef3ccbc3073294df4a0c1786610d3fbbc2cd18543a46938764af03553b89897d23ee9f88307fd485162626822cd306c2fed5,01/10/2019 05:15:00 PM,01/10/2019 05:15:00 PM,533,1.1,17031320100.0,17031320400.0,32.0,32.0,7.25,0.0,0.0,0.0,7.25,Cash,Chicago Carriage Cab Corp,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
46867113c788d5082558e9776449e6092532d10b,4f1e94982e6851725add382f7981d64006ae7c38f3664f6575ef12ab44c1c6af6e02524b142e95c1d10974f66b6a2eda0d332643b01607e2ca3ff2a7241f6dee,01/10/2019 06:30:00 PM,01/10/2019 07:00:00 PM,978,3.3,17031839100.0,17031070101.0,32.0,7.0,12.5,2.6,0.0,0.0,15.6,Credit Card,City Service,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.92926299,-87.635890954,POINT (-87.6358909539 41.9292629902)
a09c32e3f0094e4730016517eb304f542489e4ff,3506f62ee1c70c02fe00b742679684b319d5b712182f828f14b081888056485c3bd5911f60c194bcf0fb5986bb4f04b7d169ab0fd22cb63f0906af16d431395b,01/10/2019 10:45:00 PM,01/10/2019 11:00:00 PM,240,0.0,17031320100.0,17031081300.0,32.0,8.0,5.75,1.0,0.0,1.0,7.75,Credit Card,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.898331794,-87.620762865,POINT (-87.6207628651 41.8983317935)
c59f952c94bd054881707746bedb79ddc64d37c8,58ba68a5ed675f1dd391281aa8853366f7759face1a388abf6b64c8a9e5f24d65de820eb60b293a3a8b6dbd48e8019439535d20faf2576989701a5936c4e77b8,01/11/2019 10:00:00 AM,01/11/2019 10:15:00 AM,480,0.0,17031839100.0,17031839100.0,32.0,32.0,6.25,0.0,0.0,0.0,6.25,Cash,Taxi Affiliation Services,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
ee4948686d74e698c7b7e5a32781b7f39c98cb30,249ef6f75a49feebb50f4bc68cf7ba703c4006498c63b611ad836d6a092992f1256525b0f558600df409729df3a150b30fc0823452be6f0f0d5e4ecbf871c0ca,01/11/2019 12:15:00 PM,01/11/2019 12:30:00 PM,467,1.52,17031080100.0,17031081403.0,8.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Chicago Carriage Cab Corp,41.907520075,-87.6266589,POINT (-87.6266589003 41.90752007470001),41.890922026,-87.618868355,POINT (-87.6188683546 41.8909220259)
d5fc94748179a24df2f32b2dbba5eecbe8c1a805,1c1ea52e438bf7f3a161bfbc344e45e62c13bb0f66b7e268ecf308022f8b85bd3936a18971f8f3cbe19dcab78899a07a0929cab0aeba44eb28e00abce06679c4,01/11/2019 07:00:00 PM,01/11/2019 07:15:00 PM,240,0.6,17031320400.0,17031281900.0,32.0,28.0,5.0,0.0,0.0,0.0,5.0,Cash,Taxi Affiliation Services,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
ecead3bdf4812d33b0aa2d30fa28d27e4a7a3ff6,00ee706fe8268bfbefed06d283b03b1452a622ff792d5fdb6c7fef735d973e24f08a029b97255788b98d1e7455ba0ec3255101d516a23d93cfa81168cee97866,01/12/2019 07:00:00 PM,01/12/2019 07:00:00 PM,286,0.8,,,,,5.25,1.0,0.0,0.0,6.75,Credit Card,Flash Cab,,,,,,
1c4cc05289dd975f411569bfd5c30ac78f589c6b,540668d02aeae169ee7fa9a030a707352def531b109a0c3b3ca3fb3cf2b541b9886b0aed701628e17131c4abd185ffcd90495a352bd9537e4c1c470c292e8a9d,01/13/2019 04:45:00 PM,01/13/2019 04:45:00 PM,240,0.0,17031320400.0,17031281900.0,32.0,28.0,5.75,0.0,0.0,1.0,6.75,Cash,Taxi Affiliation Services,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),41.879255084,-87.642648998,POINT (-87.642648998 41.8792550844)
c35503b7a0e641c2572a0d6bc04a4ea179fcfb77,af93d8d1c81d27e07ab0ae0be108ae45ac6eed6df5a46656ed47372addbee23008faae7c8ea3f8c773edffa4e3b79eb0150494de4df3a6e76c9e529c6c3ff927,01/13/2019 05:45:00 PM,01/13/2019 06:00:00 PM,600,3.2,,,33.0,35.0,11.0,0.0,0.0,0.0,11.0,Unknown,Taxi Affiliation Services,41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),41.835117986,-87.618677767,POINT (-87.6186777673 41.8351179863)
47360eb15b7fcccd4732507493cb60e78b3f631d,8795edefa628410743f3f919fb021dae22c5f6935d8d7569e66dfeb27056bccbe37d8d86a4e364d07a3e32c3b59930faa0b3c4cfbf529e605c5fe53992679ec7,01/13/2019 07:00:00 PM,01/13/2019 07:15:00 PM,240,0.8,17031081600.0,17031320100.0,8.0,32.0,5.5,0.0,0.0,0.0,5.5,Cash,Choice Taxi Association,41.892072635,-87.628874157,POINT (-87.6288741572 41.8920726347),41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918)
0f3ad0085e7e0bb4041306428ec6985371215604,da89961d90427fbdbddf838baf7427967d18b4852af67e996a031ea43865ebefe6eca4daf294a0593b47281a388b928a7ac7ed95983979a7ce8df655d7c34bb3,01/13/2019 11:30:00 PM,01/14/2019 12:00:00 AM,1500,0.0,17031980000.0,17031081500.0,76.0,8.0,42.5,13.95,0.0,4.0,60.45,Credit Card,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.892507781,-87.626214906,POINT (-87.6262149064 41.8925077809)
25f4f1ac5ed3710e7c87852fce48eaeef2eea43e,db2af07fe4310c460e9916312ce7ae46939a37cdc1911a98c228c0ea7d5cfa4add17df9e11ce104d62e95808dd7a0ea0a77a8915921ac50addc8ea8c942a867d,01/14/2019 12:00:00 PM,01/14/2019 12:15:00 PM,555,2.0,17031081401.0,17031839100.0,8.0,32.0,8.75,0.0,0.0,0.0,8.75,Cash,Patriot Taxi Dba Peace Taxi Associat,41.89503345,-87.619710672,POINT (-87.6197106717 41.8950334495),41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707)
af45ad03a0408a5c7eeeef9f1d07430c6ce5501d,7acb859e80eca61f0be95a49dd9a912f580266ccc8476b601e216889f252daa3cb6c116961675d9e6008230a31582a238bc56eecbc27d78d620d3b32a8bf5cfd,01/14/2019 12:30:00 PM,01/14/2019 12:30:00 PM,240,0.6,17031839100.0,17031081800.0,32.0,8.0,5.0,2.0,0.0,1.0,8.0,Credit Card,Star North Management LLC,41.880994471,-87.632746489,POINT (-87.6327464887 41.8809944707),41.89321636,-87.63784421,POINT (-87.6378442095 41.8932163595)
d7d1f3d5e3204b2812eb1e6a2b3eebd45efdb239,1e0f9d73609c308efb157811e55606b26b659aa59c5d63ff74c655b68e29c353f63b3fc35ec19b95ce6bbe6524664169734869c49299558b5dd85ad6eff08708,01/14/2019 02:30:00 PM,01/14/2019 02:45:00 PM,420,1.5,17031280100.0,17031320400.0,28.0,32.0,7.25,2.0,0.0,0.0,9.25,Credit Card,Star North Management LLC,41.885300022,-87.642808466,POINT (-87.6428084655 41.8853000224),41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234)
afa888a918a59c96c3aab32af52c52275a0abd02,61d83eb1d34ccd8dac5bdd962bc13e2ac077b0c7ecbf1d0da9b3153b3c01a3d2cc602501919974096100cf70f1621caaf3f8c2510c45748d78c279b67d9bf0cf,01/14/2019 03:15:00 PM,01/14/2019 03:45:00 PM,1860,12.9,,,76.0,6.0,40.5,9.0,0.0,4.0,54.0,Credit Card,Globe Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
